GENE	Rhtseq	Ihtseq	Rcuff	Icuff	Rmlwl	Imlwl	Rgy	Igy	Ryn	Iyn	Rmyn	Imyn	Rma	Ima
RPS27A-1	24	11	408.881	276.925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RPS27L-1	52	38	206.784	268.039	1.57068	1.29331	1.58163	1.31901	1.48933	1.04349	1.449	1.04218	1.5597	1.2487
RPS28-1	59	29	423.197	579.337	0	0	0.001	0.001	-0	-0	-0	-0	0.001	0.001
RPS29-1	10	2	370.494	342.775	NA	NA	NA	50	NA	NA	NA	NA	NA	50
RPS3-1	36	9	387.416	299.172	1.12119	0.696367	1.39754	0.756557	1.18738	0.642906	1.48608	0.556634	1.3071	0.712268
RPS3A-1	128	58	1026.34	711.443	1.32411	1.7264	1.74988	3.10602	1.75741	2.95836	1.90665	3.28175	1.76316	3.19594
RPS4X-1	67	14	492.662	367.179	1.54162	NA	1.94084	50	1.9853	NA	1.99481	NA	1.95322	50
RPS6-1	263	85	1026.51	804.483	0.430571	0.878366	0.430682	1.27968	0.387588	1.38789	0.37368	1.39883	0.420723	1.22427
RPS6KA1-1	11	2	4.17999	0.970484	NA	0	NA	0.001	NA	-0	NA	-0	NA	0.001
RPS6KA2-1	1	0	0.15454	0.131768	0.592008	0.784401	0.606065	1.06414	0.556232	0.831801	0.513708	0.827162	0.567482	0.801296
RPS6KA3-1	22	20	22.7718	27.8994	0.60434	0.759384	0.642637	0.676747	0.687099	0.689111	0.636971	0.65874	0.63181	0.681998
RPS6KA5-1	4	1	2.46582	1.69191	2.93845	1.07004	3.14753	1.53395	3.35504	1.27935	3.15049	1.4597	3.05345	1.45534
RPS6KA6-1	1	1	2.27985	2.06162	0.591292	0.633646	0.486405	0.472912	0.681032	0.57933	0.62114	0.496142	0.499342	0.524999
RPS6KB1-1	307	226	15.6875	21.7958	0.437034	0.252874	0.473914	0.277669	0.634788	0.188115	0.634549	0.22614	0.49619	0.267211
RPS6KC1-1	2	2	2.02467	2.18104	0.746568	1.32945	0.739919	1.7169	0.733682	1.54732	0.695974	1.56101	0.729477	1.67507
RPS6KL1-1	1	0	0.625161	0.265904	0.511836	0.32767	0.704158	0.707104	0.620548	0.625175	0.654434	0.621936	0.698857	0.690964
RPS7-1	41	20	427.8	288.341	0.909837	2.33165	0.97329	2.64427	0.990652	2.20406	0.941157	1.90636	0.890049	2.40123
RPS8-1	105	34	688.115	643.432	NA	0.247273	12.5704	1.18587	NA	0.746627	NA	0.746592	30.5375	1.46964
RPSA-1	38	20	800.259	584.327	0.75553	0.250413	0.935794	0.271925	0.757311	0.23711	0.72074	0.276295	0.868702	0.254045
RPTOR-1	110	9	5.13286	5.62946	0.877502	0.990518	1.24556	1.34319	1.17248	1.24698	1.17727	1.1096	1.23987	1.27096
RPUSD1-1	2	0	2.13504	1.93408	0.575854	0.0951296	0.985055	0.299164	0.939597	0.213878	0.861402	0.213653	0.884611	0.301285
RPUSD2-1	2	0	3.44803	3.46463	NA	0.848533	50	0.937469	NA	0.874846	NA	0.868011	50	0.862187
RPUSD3-1	4	0	3.29454	1.67508	NA	0	NA	0.001	NA	-0	NA	-0	NA	0.001
RPUSD4-1	18	25			0.790958	NA	0.868593	11.869	0.760375	NA	0.757877	NA	0.793616	43.2008
RQCD1-1	330	295			0.643656	0.461167	0.804005	0.529038	0.800133	0.51452	0.716945	0.483437	0.686895	0.470162
RRAD-1	4	0	4.34831	0.677856	0.529059	0.563174	0.535915	0.586286	0.557985	0.623993	0.57986	0.632706	0.531824	0.584776
RRAGB-1	14	0	90.6185	81.7647	0.832256	0.66254	0.954033	0.81098	0.86015	0.807299	0.910924	0.917746	0.905245	0.866705
RRAGC-1	4	2	5.77958	9.97714	3.59363	1.66163	4.01109	1.8333	3.973	1.7371	4.18665	1.90583	4.02734	1.93451
RRAS2-1	6	9	22.0991	22.3783	0.661035	0.479204	0.811548	1.11647	0.690006	0.709907	0.659009	0.709786	0.815673	1.06062
RRBP1-1	938	1110	5.43929	4.20663	0.676292	0.671641	0.748303	0.841231	0.773012	0.78323	0.765381	0.782413	0.759402	0.839813
RREB1-1	402	125	3.68868	4.24954	0.995064	0.736068	1.04846	0.864402	1.01033	0.819371	0.987517	0.844823	1.05228	0.83915
RRH-1	0	0	0.00613235	0.00704506	NA	0.214708	0.00935595	0.532335	NA	0.357017	NA	0.352924	NA	0.485679
RRM1-1	4	2	6.72716	7.76129	0.768323	0.122118	0.840112	0.273792	0.722112	0.180111	0.720726	0.179998	0.748609	0.250928
RRM2-1	0	2	1.29321	2.87065	1.14456	1.0588	2.0375	1.82479	1.75692	1.60125	1.79468	1.38614	1.92204	1.77397
RRM2B-1	19	2	11.0573	12.6043	0.74453	1.51657	1.06833	2.62416	0.883945	2.42578	0.871714	2.43045	0.937943	2.60262
RRN3-1	7	0	4.5185		0.0709882	0	0.166693	0.001	0.103089	-0	0.103032	-0	0.157769	0.001
RRNAD1-1	277	175	0	0	1.5532	0.907672	2.39915	1.08591	1.88537	0.987182	1.88413	0.983638	2.43829	1.06812
RRP12-1	0	0	0	0	1.18814	1.45156	1.40444	2.03889	1.24115	1.68486	1.43211	1.84603	1.69487	2.11423
RRP15-1	34	8	10.1421	9.47206	0.543163	0.681596	0.532146	0.67577	0.611982	0.475296	0.536307	0.475275	0.485471	0.624524
RRP1B-1	2	6	4.26489	4.998	1.06926	1.07708	1.2282	1.27442	1.18039	1.58537	1.26522	1.17492	1.19053	1.25204
RRP7A-1	2	2	8.81394	8.81911	0	0	0.001	0.001	-0	-0	-0	-0	0.001	0.001
RRP8-1	16	4		1.17793	0.307972	0.313362	0.575522	0.593512	0.470929	0.487555	0.471376	0.487098	0.591131	0.575011
RRP9-1	11	3		8.33347	1.97163	NA	50	50	NA	NA	NA	NA	48.0821	44.5241
RS1-1	1	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
RSAD2-1	0	0	0.757076	0.115268	0.660865	NA	1.40444	50	0.928809	NA	0.927802	NA	1.40955	50
RSBN1-1	1	0			0.109392	0.745234	0.260701	0.76043	0.161899	0.646561	0.161876	0.646137	0.236067	0.613852
RSBN1L-1	21	25	1.33226	1.59952	1.01866	1.48126	1.21187	1.93294	1.18511	1.92334	1.26845	1.97428	1.34224	1.9641
RSF1-1	12	4	2.15284	1.98609	0.825793	1.00415	0.807998	1.0324	0.729752	0.818479	0.630813	0.818431	0.784933	0.968853
RSFR-1	0	0		4.59045	NA	NA	0.001	0.001	NA	NA	NA	NA	NA	NA
RSL1D1-1	69	30			2.96518	0.21421	50	50	NA	NA	NA	NA	50	50
RSPH1-1	0	0	0.0256045	0.00735351	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
RSPH10B-1	2171	1673	0.350297	0	0.579278	0.248914	0.511779	0.153875	0.536025	0.179115	0.600841	0.179114	0.473781	0.164905
RSPH3-1	9	9	0.0528896	0.0455822	NA	NA	50	50	NA	NA	NA	NA	33.8903	44.1656
RSPH4A-1	0	0	0.0252447	0.0943023	NA	NA	0.001	0.001	NA	NA	NA	NA	NA	NA
RSPH9-1	15	10	0.0765469	0.0532398	0.377195	NA	0.374847	50	0.337936	NA	0.337373	NA	0.332944	50
RSPO1-1	0	2	0.0893512	0.0703694	0.338358	NA	0.36769	50	0.394735	NA	0.39424	NA	0.34229	50
RSPO2-1	0	0	0.0241084	0.0176365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RSPO3-1	33	4	1.38505	0.0923419	0.951172	NA	1.02097	NA	1.05103	NA	0.92873	NA	0.936307	NA
RSPO4-1	0	0	0.0166293	0	1.57745	-nan	50	-nan	NA	-nan	NA	-nan	50	-nan
RSPRY1-1	5	0	1.11443	0.955769	1.03312	2.5318	1.14145	3.19021	1.11979	3.03408	1.02313	3.29928	1.09254	3.01418
RSRC1-1	1309	1700	23.0075	0	1.07981	0.753661	1.24365	0.970592	1.20332	0.793095	1.16905	0.684833	1.22316	0.853125
RSRC2-1	20	26	18.7627	17.7933	0.637225	0.808636	0.606079	0.894531	0.720349	0.821825	0.558386	0.691724	0.540099	0.839194
RSU1-1	3	1	28.3907	25.6593	0.521725	1.84782	0.585827	1.85192	0.569551	1.85745	0.506524	1.69441	0.543273	1.79313
RTBDN-1	1	1	0.0273186	0.0313693	NA	NA	50	0.001	NA	NA	NA	NA	50	NA
RTCA-1	38	43	6.32837	6.53504	0.147926	NA	0.354078	50	0.220903	NA	0.220874	NA	0.35097	50
RTDR1-1	101	41	0.0201041	0	NA	0.290767	NA	0.264722	NA	0.308444	NA	0.308387	NA	0.25726
RTEL1-1	6	4	0.649773	0.687368	1.25862	1.54295	1.3844	1.61362	1.18419	1.66138	0.933352	1.38353	1.02801	1.60015
RTF1-1	64	18	23.8884	23.8649	0.145825	0.515391	0.353281	0.538502	0.21344	0.712973	0.213409	0.681434	0.354153	0.505786
RTKN2-1	0	8	0.805524	1.02549	1.29875	2.30707	1.40161	3.25435	1.35662	3.07571	1.1245	2.48458	1.20748	2.41971
RTN1-1	0	0	0.859974	0.844601	0.634632	0.325548	0.672708	0.396905	0.693821	0.371874	0.74545	0.402871	0.664553	0.385177
RTN3-1	0	0	2.89579	2.50028	0	0.293435	0.001	0.877568	-0	0.755195	-0	0.752149	0.001	0.863397
RTN4-1	236	143			0.68352	NA	0.706076	50	0.594261	NA	0.598235	NA	0.65657	50
RTN4IP1-1	3	0	5.10887	7.19781	0.827208	0.475562	0.818781	0.512714	0.804247	0.510719	0.811001	0.590104	0.859807	0.518971
RTN4R-1	1	0	0.0515407	0.189561	NA	NA	50	NA	NA	NA	NA	NA	50	NA
RTN4RL1-1	0	0	0.0697502	0.0839859	NA	NA	50	50	NA	NA	NA	NA	47.068	50
RTN4RL2-1	0	0	3.10335	0.198767	NA	NA	50	NA	NA	NA	NA	NA	49.8278	NA
RTTN-1	0	0	0.440492	0.384531	0.389369	0.458334	0.400301	0.439701	0.36959	0.442271	0.321184	0.387374	0.385136	0.412989
RUFY1-1	896	177	0	3.63687	0.791956	0.773646	0.839981	0.884179	0.852486	0.846861	0.794648	0.756264	0.768227	0.742553
RUFY2-1	2	0	2.21914	1.55271	1.08676	0.640317	1.20749	0.515633	1.03692	0.331907	1.14307	0.393166	1.23245	0.530158
RUFY3-1	3140	2928	21.6959	20.0336	1.08545	0.805865	1.20108	0.846926	1.05769	0.849161	1.26108	0.917919	1.17458	0.853214
RUFY4-1	1	3	0.0667863	0.0829764	0.820361	0.626692	0.9726	1.24907	0.830422	1.05507	0.839261	1.0549	0.9773	1.17518
RUNDC3A-1	0	0	0.0805187	0.052862	0	0	0.001	0.001	-0	-0	-0	-0	0.001	0.001
RUNDC3B-1	0	0	0.179743	0.204762	0.715506	1.80233	0.607036	2.74331	0.751534	2.46161	0.739313	2.49795	0.569501	2.61933
RUNX1-1	33	5	4.36037	0.54533	1.55706	0.461263	1.66808	0.440994	1.6887	0.409	1.669	0.414139	1.67859	0.431907
RUNX1T1-1	4	3	2.23534	1.61038	0.753518	0.863738	0.837236	1.07902	0.888803	1.15286	0.756483	1.25858	0.795731	1.05352
RUNX2-1	73	54	0.0997071	0	0.35876	1.14024	0.434892	2.15922	0.294894	1.98541	0.407669	1.97348	0.406048	1.75159
RUNX3-1	0	0	0.119094	0.0259659	3.29742	0.358268	3.61618	0.39312	3.74038	0.416162	3.84464	0.416312	3.52366	0.372538
RUSC1-1	22	13	5.93188	4.72624	2.1804	0.93129	50	1.56504	NA	1.20313	NA	1.20211	48.8946	1.47526
RUSC2-1	19	10	10.5568	10.4016	0.675397	1.10031	0.681475	1.26762	0.73962	1.15426	0.693931	1.26277	0.677753	1.34166
RUVBL1-1	36	6	18.5048	13.6222	0.299394	1.28503	0.292846	1.31208	0.217966	1.31841	0.264041	1.41907	0.237806	1.21977
RWDD1-1	4	4	20.7972	18.5009	0.643313	0.857245	1.53039	2.04435	0.950937	1.2678	0.951024	1.26816	1.44966	2.26444
RWDD2A-1	79	106	0	0	NA	NA	NA	0.001	NA	NA	NA	NA	NA	NA
RWDD2B-1	70	29	4.40557	3.08496	0.748906	0.0759815	0.835525	0.157208	0.834769	0.105132	0.950995	0.105039	0.848018	0.151795
RWDD3-1	5	0	4.67039	3.52361	1.65291	0.669791	2.36967	0.65786	2.4732	0.772409	2.23977	0.730135	2.27582	0.600333
RWDD4-1	16	4	53.931	60.4562	0.738808	0.448022	0.863397	0.516696	0.836334	0.510583	0.943042	0.480789	0.876333	0.508134
RXFP1-1	3006	3293	0	4.06451	0.20049	0.555863	0.182811	0.577104	0.228175	0.462799	0.186555	0.482599	0.144919	0.553816
RXFP2-1	82	153	0.0933387	0.127993	0.546909	NA	1.26238	50	0.798692	NA	0.798018	NA	1.27008	50
RXFP3-1	2	0	0.103838	0.0358085	0.236438	0.252214	0.471975	0.452992	0.323797	0.335683	0.322563	0.332247	0.362106	0.371691
RXRA-1	55	18		42.5886	1.21253	0.672596	1.55231	0.777828	1.37316	0.756387	1.33966	0.755369	1.46098	0.773813
RXRG-1	0	0	0.82329	0.515158	NA	NA	22.2836	NA	NA	NA	NA	NA	31.144	NA
RYBP-1	1	0	0.736522	0.452927	1.01886	0.427726	1.10221	1.00802	0.730209	0.639316	0.729985	0.639251	1.08442	1.03462
RYK-1	10	0	4.64289	5.1737	1.04036	0.507106	1.166	0.62937	1.14472	0.644449	0.927221	0.548591	1.07287	0.625075
RYR1-1	17	2	213.28	263.264	0.430456	NA	0.625938	NA	0.614242	NA	0.611952	NA	0.597312	NA
RYR2-1	0	2	0.032054	0.0102084	NA	NA	NA	50	NA	NA	NA	NA	NA	49.2678
RYR3-1	906	673	109.279	137.117	1.34597	1.34565	1.38128	1.52166	1.33193	1.49152	1.28386	1.45562	1.38223	1.4892
S100A1-1	71	22	126.922	103.673	0.645995	0.411735	0.699101	0.726958	0.605376	0.61034	0.604303	0.60982	0.713642	0.731409
S100A10-1	8815	7712	268.801	159.41	0.494774	NA	0.501215	50	0.455054	NA	0.470641	NA	0.485859	50
S100A11-1	10	9	13.542	9.87517	0.541501	NA	1.0526	50	0.798689	NA	0.797866	NA	1.03179	50
S100A13-1	0	0			0.312043	NA	0.398893	50	0.4887	NA	0.4887	NA	0.42444	49.9053
S100A16-1	4	2	1.00011	1.03816	0	0	0.001	0.001	-0	-0	-0	-0	0.001	0.001
S100A4-1	0	1	0.795465	0.484361	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
S100A6-1	2	0	122.311	44.7245	0.396957	0.396957	0.475155	0.475155	0.471337	0.471337	0.478631	0.478631	0.536479	0.536479
S100A9-1	0	0	0.521256	0.0709943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S100B-1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S100Z-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
S1PR1-1	2	0			NA	NA	NA	4.9829	NA	NA	NA	NA	NA	41.9042
S1PR2-1	2	0	5.43955	2.18875	NA	NA	50	NA	NA	NA	NA	NA	50	NA
S1PR3-1	0	0	0.506016	0.451447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S1PR4-1	15	5	0.0741812	0.0259495	NA	NA	50	50	NA	NA	NA	NA	50	50
SAAL1-1	6	0	4.59032		2.12432	1.52693	2.60607	1.66239	2.68072	1.8049	2.40806	1.82769	2.60328	1.58487
SACM1L-1	15	2			1.09814	1.02527	1.53492	1.13128	1.45557	1.01922	1.48267	1.04752	1.48347	1.10105
SACS-1	384	317	4.72635	6.59684	1.36142	0.7754	1.34662	0.727467	1.47123	0.741007	1.45137	0.738106	1.29543	0.751846
SAFB-1	323	370	8.98378	9.07178	0.407833	0.412894	0.387755	0.424007	0.423805	0.453388	0.46899	0.504349	0.389113	0.437126
SAFB2-1	155	172	21.487	15.4411	1.03977	2.00079	1.03639	2.10591	1.06233	2.14562	1.02927	2.27048	1.0234	2.11276
SAG-1	10	8	0.312726	0.266846	0.787855	0.783117	0.833931	0.826903	0.93325	0.874984	0.764655	1.03955	0.702006	0.795343
SALL1-1	0	0	0.00247135	0.00284145	NA	NA	50	50	NA	NA	NA	NA	50	50
SALL3-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
SALL4-1	0	0	0.0883731	0.0636934	0.229114	NA	0.529513	50	0.334452	NA	0.333207	NA	0.495604	50
SAMD10-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
SAMD11-1	153	159	3.2115	5.71272	0.951646	1.40861	2.06	2.06597	1.78339	1.8439	1.91583	1.87605	1.74617	2.02793
SAMD12-1	1	0			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMD13-1	0	0	0.373653	0.383742	0.635978	0.811555	0.635032	0.677065	0.538057	0.70388	0.50479	0.736329	0.616729	0.65536
SAMD14-1	12	1	0.119907	0	NA	-nan	0.0576568	-nan	NA	-nan	NA	-nan	NA	-nan
SAMD15-1	17	21	0.0926106	0.0398624	NA	NA	50	0.001	NA	NA	NA	NA	49.6631	NA
SAMD3-1	3	3	0	0	NA	0	NA	0.001	NA	-0	NA	-0	NA	0.001
SAMD4A-1	92	30	77.5328	49.5362	0.59405	1.03391	0.779369	1.28922	0.760648	1.24346	0.767474	1.2334	0.748542	1.23833
SAMD7-1	137	56	0.0330273	0.015897	0.880814	0.937549	1.09654	1.02377	1.06833	1.1149	1.00452	1.11487	1.02194	0.938778
SAMD8-1	4	8		12.4707	2.22051	0.535805	3.69298	0.557029	3.20903	0.55646	2.79432	0.594702	3.42584	0.585791
SAMD9L-1	4	4	0.634218	0.115788	0.333826	0.420709	0.350711	0.455727	0.334626	0.344115	0.327873	0.346274	0.298168	0.412719
SAMHD1-1	4	2	3.75132	2.93445	1.42807	0.572076	1.67865	0.758583	1.37037	0.703491	1.46704	0.796262	1.67195	0.745821
SAMM50-1	14	7	42.1449	46.1573	0.635495	1.2693	0.800679	1.28986	0.829009	1.2841	0.765292	1.3221	0.729255	1.2852
SAMSN1-1	0	0	0.52607	0.361391	0.718026	0.638944	1.02323	0.792096	1.01537	0.533823	0.841134	0.533746	0.936042	0.785079
SAP130-1	6	2	4.89006	3.39461	0.922537	0.620139	0.978489	0.485094	1.02427	0.565799	0.93857	0.523659	0.926995	0.505954
SAP18-1	23	6			NA	1.37806	50	1.58008	NA	1.36264	NA	1.36144	45.404	1.54349
SAP30BP-1	14	1	9.22085	9.23156	0.188957	NA	0.180666	NA	0.168476	NA	0.168426	NA	0.173525	NA
SAP30L-1	18	5			0.811181	NA	0.966317	50	1.01632	NA	1.07278	NA	0.901246	50
SAR1A-1	4	2	12.6988	12.4775	1.0208	0	0.951415	0.001	0.766	-0	0.765546	-0	0.925407	0.001
SAR1B-1	6	6	105.356	122.527	0.23257	0.605083	0.218615	0.614016	0.282649	0.816933	0.277063	0.929241	0.209644	0.570806
SARDH-1	3	2	1.78762	1.1443	0.668778	0.685098	0.786493	0.838928	0.746207	0.869115	0.720343	0.823336	0.765392	0.802825
SARM1-1	16	15	0.136167	0.0732656	0.423707	0.264223	0.617136	0.680661	0.482901	0.48794	0.532239	0.486492	0.583616	0.672979
SARNP-1	19	18	14.5052	17.0943	0.832402	1.24338	0.942398	1.28046	0.861789	1.26738	0.862098	1.1308	0.877019	1.48977
SARS-1	4	2	17.211	16.2703	0.107267	0.322653	0.172999	0.52041	0.150462	0.452802	0.150359	0.452502	0.168757	0.486529
SARS2-1	15	25	1.31599	1.81456	0.15513	0.155031	0.253921	0.252406	0.213762	0.21262	0.212912	0.211787	0.245066	0.246266
SART3-1	437	361	6.24797	6.20688	1.05241	0.765595	2.22068	1.62783	1.74321	1.24621	2.05979	1.09217	2.22793	1.43382
SASH1-1	13	2	3.34278	2.42671	0.588949	1.12497	0.700498	1.28125	0.727014	1.23101	0.728166	1.14346	0.698283	1.21316
SASH3-1	2	0	0.556739	0.222982	0.317776	0.377536	0.567199	0.44779	0.466966	0.452929	0.466561	0.447787	0.552023	0.434292
SASS6-1	280	296			0.827974	0.667684	0.839692	0.873235	0.959441	0.853035	0.866138	0.891761	0.932829	0.896398
SAT1-1	22	6	45.0054	28.4621	NA	NA	50	NA	NA	NA	NA	NA	50	NA
SATB1-1	220	170	3.75881	5.0629	0.653698	0.70397	0.6761	0.826351	0.583696	0.687381	0.785122	0.761486	0.64885	0.833229
SATB2-1	0	0	0.0942264	0.145647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAV1-1	28	36			1.07772	1.26103	1.20882	1.54602	1.2294	1.48352	1.18421	1.47357	1.15642	1.50672
SBDS-1	2	0	14.5339	20.8273	NA	NA	NA	50	NA	NA	NA	NA	NA	48.5466
SBF1-1	10	6	6.36974	5.75262	0.944918	0.767429	1.21138	0.907859	1.10919	0.854168	1.04387	0.89072	1.03618	0.901317
SBF2-1	3	4	0.95585	0.992855	1.37803	0.753067	1.56051	0.734215	1.45182	0.751455	1.23527	0.806204	1.47424	0.709717
SBK1-1	3	1	0.126702	0.10661	0.312184	0.486126	0.504236	1.41325	0.425669	1.1688	0.425125	1.16717	0.451967	1.40714
SBK2-1	7	0	20.2254	14.3569	0.440996	0.591855	0.47623	0.767365	0.491464	0.824368	0.511855	1.04974	0.469967	0.845466
SBNO1-1	30	7	14.1177	15.4186	0.341165	0.421897	0.331271	0.454656	0.311207	0.615999	0.324269	0.61575	0.296862	0.490881
SBNO2-1	182	114	1.70355	1.08365	1.45011	1.13677	1.69655	1.42976	1.82306	1.2949	1.77492	1.23386	1.67353	1.32332
SC5DL-1	6	2	32.9822	24.5792	0	0.371314	0.001	0.405083	-0	0.359072	-0	0.349313	0.001	0.405825
SCAF11-1	12	4	7.28901	6.01085	0.98906	0.930182	1.00777	1.23428	0.926773	1.35843	0.761745	1.52949	0.894322	1.20396
SCAF4-1	48	27	5.37418	5.39481	0.801859	0.338994	0.911581	0.314818	0.946167	0.381234	0.974015	0.361066	0.903607	0.306455
SCAF8-1	4	4	7.50526	6.71298	0.677382	0.809165	0.727311	0.837732	0.62066	0.908552	0.673341	0.741675	0.745884	0.743675
SCAI-1	8	0	2.29959	2.50778	0.657576	1.85458	0.642405	2.24804	0.66867	2.19542	0.634465	2.03623	0.587427	1.97956
SCAMP1-1	2	0	3.32198	2.91145	1.06082	2.93518	1.05418	2.9463	0.936217	2.70253	1.05874	2.82315	1.05599	2.96987
SCAMP2-1	20	8	22.9699	23.6526	0.637982	1.524	1.33573	1.6501	0.942146	1.21004	0.942493	1.21027	1.30687	1.51826
SCAMP3-1	0	0	13.2261	10.9127	NA	NA	50	50	NA	NA	NA	NA	50	50
SCAMP4-1	77	38	8.20268	6.54001	0.931635	0.483964	1.00198	0.57311	1.01719	0.640326	1.01751	0.663413	0.983154	0.534311
SCAMP5-1	7	2		2.3964	0.276836	0	0.558201	0.001	0.394259	-0	0.394065	-0	0.573256	0.001
SCAP-1	0	0	1.25046	1.72775	1.141	1.54617	1.21444	2.474	1.33674	2.32945	1.41081	2.5183	1.18148	2.87913
SCAPER-1	8335	4852	3.61635	3.63771	1.25403	0.805545	1.38334	0.850014	1.40984	0.92882	1.3533	0.925309	1.36371	0.842539
SCARA3-1	134	38	0.767239	0.519526	1.60905	2.00777	2.07236	3.52405	1.94592	3.19145	2.13651	3.25272	2.23209	3.54534
SCARA5-1	6	2	3.38374	1.75347	1.47042	4.53526	2.15811	4.38167	1.62448	5.59828	1.64742	5.59473	1.85523	3.92628
SCARB1-1	2	0	2.98183	2.276	1.23026	NA	1.35046	50	1.20088	NA	1.2048	NA	1.35984	49.9251
SCARB2-1	4	3			0.806397	1.23738	1.17162	1.42317	1.1333	1.43662	1.14946	1.56752	1.06021	1.40874
SCARF1-1	2	2	1.61804	1.50283	1.58887	0.608062	1.72935	2.04251	1.58943	1.57184	1.55105	1.57037	1.55506	2.06655
SCARF2-1	8	4	0.746391	1.35438	0.883658	4.15105	1.16714	4.48412	1.15433	4.15451	1.17611	4.0857	1.15798	4.40379
SCCPDH-1	18	22	7.9337	6.72277	NA	0.504773	22.4318	0.518446	NA	0.419911	NA	0.467937	43.4945	0.556542
SCD-1	8	0	3.08284	1.6592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SCD5-1	1	4	0.537132	0.491819	0.955197	1.31428	1.0922	1.49694	1.02037	1.11515	1.08895	1.1154	1.0265	1.35108
SCEL-1	1	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
SCFD1-1	9	6	6.82708	5.53586	0.65446	0.493348	0.643165	0.480711	0.68928	0.516817	0.757593	0.481095	0.640947	0.454205
SCFD2-1	3	6	2.25399	2.29861	1.44722	0.377455	1.57846	0.367669	1.52435	0.405864	1.35158	0.358749	1.46539	0.346405
SCG2-1	14	3		0.500773	0.412624	0.102465	0.37556	0.247132	0.304292	0.153662	0.303083	0.153419	0.340053	0.237318
SCG3-1	7	8	0.239427	0.134606	0.370586	1.27367	0.279844	1.26344	0.475395	1.16062	0.475373	0.962207	0.322588	1.31078
SCG5-1	39	11	2.2148	1.41516	2.59282	2.41076	2.79482	3.08368	2.82375	3.17065	2.65424	3.48689	2.27793	3.03167
SCGN-1	0	0	0.0339342	0.0222817	NA	0	50	0.001	NA	-0	NA	-0	49.5723	0.001
SCHIP1-1	86	34	84.3747	115.394	1.69963	0.896548	1.86633	1.1084	1.77217	1.23203	1.85521	1.3537	1.88566	1.1423
SCIN-1	6	2	1.36196		0.654595	0.107438	0.648601	0.101512	0.5623	0.160572	0.619753	0.160568	0.651155	0.112868
SCLT1-1	143	48	1.56276	1.19527	0.747709	0.432101	0.785872	0.501549	0.78182	0.507601	0.748241	0.493747	0.764942	0.488334
SCLY-1	0	2	0	0	0.258001	NA	0.298031	50	0.284625	NA	0.2839	NA	0.323013	50
SCMH1-1	6	0	3.09239	3.82752	8.72559	NA	20.5352	12.4734	NA	NA	NA	NA	17.6601	12.7249
SCML2-1	28	17	0.416899	0.379354	6.39335	2.98192	50	50	NA	NA	NA	NA	50	50
SCML4-1	0	1	0.0017292	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
SCN1A-1	2	2	0.01234	0.00162046	NA	NA	0.001	50	NA	NA	NA	NA	NA	50
SCN2A-1	0	2	0.001263	0.000946982	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA
SCN2B-1	113	45	10.3158	12.4982	0.654061	0.320235	0.841161	0.368584	0.724662	0.299771	0.682988	0.295981	0.888741	0.442313
SCN3A-1	1	1	0.0092086	0.00786489	0	NA	0.001	0.001	-0	NA	-0	NA	0.001	NA
SCN3B-1	0	0	0.0365838	0.0894972	0	0.110561	0.001	0.273713	-0	0.161603	-0	0.161187	0.001	0.263813
SCN4A-1	86	51	21.8439	25.4992	0.685886	0.685193	0.66611	0.815649	0.677448	0.717308	0.682777	0.736138	0.659945	0.818393
SCN4B-1	0	0	2.36201	2.61361	0.297204	0.596632	0.524779	1.04621	0.41565	0.836113	0.415497	0.836087	0.551567	1.17061
SCN5A-1	0	1	0.49453	0.0423426	0.416892	0	0.435452	0.001	0.456993	-0	0.498292	-0	0.38426	0.001
SCN8A-1	3	0	0.0923443	0.041633	0.718949	0.966946	1.39885	50	1.09213	NA	1.09176	NA	1.10962	45.0794
SCN9A-1	2	1	0.0324533	0.0206259	0	NA	0.001	0.001	-0	NA	-0	NA	0.001	NA
SCNM1-1	4	1	0	0	NA	NA	0.001	0.001	NA	NA	NA	NA	NA	NA
SCNN1A-1	1390	2012	0	0.83039	1.85597	0.901995	2.00485	0.96005	2.06694	0.853875	2.08266	0.868598	2.01596	0.960464
